product_id,category,brand,base_price,is_active,created_ts
P000804,home_living,Home Depot,935.51,True,2026-06-05 19:02:42.159993
P000805,books,HarperCollins,43.34,True,2026-02-26 17:25:58.159993
P000806,electronics,Apple,271.25,True,2026-05-01 09:44:49.159993
P000807,beauty,L'Oreal,74.33,True,2026-02-14 05:16:58.159993
P000808,beauty,Nivea,254.28,True,2026-03-17 21:40:26.159993
P000809,books,Penguin,64.16,False,2026-01-01 17:56:54.159993
P000810,books,Penguin,6.44,True,2026-05-20 07:40:43.159993
P000811,electronics,Dell,106.61,False,2026-04-06 22:31:15.159993
P000812,electronics,Apple,1705.52,True,2026-04-23 11:03:24.159993
P000813,electronics,Sony,156.58,False,2026-02-05 19:21:58.159993
P000814,electronics,LG,1318.54,True,2026-02-24 11:46:46.159993
P000815,grocery,Whole Foods,15.61,True,2026-05-23 16:43:28.159993
P000816,electronics,Samsung,1126.29,True,2026-05-20 09:25:11.159993
P000817,electronics,Sony,586.32,True,2026-06-14 05:41:07.159993
P000818,toys,Mattel,82.46,False,2026-02-03 07:28:15.159993
P000819,electronics,Dell,462.02,True,2025-12-26 23:35:34.159993
P000820,electronics,Samsung,440.62,True,2026-02-21 00:28:10.159993
P000821,electronics,Apple,1723.72,True,2026-05-01 15:16:50.159993
P000822,electronics,Dell,533.63,True,2026-06-11 10:27:49.159993
P000823,electronics,Apple,760.05,True,2026-04-08 17:19:22.159993
P000824,electronics,Dell,1754.59,True,2026-05-29 17:43:40.159993
P000825,electronics,Sony,1816.12,True,2026-01-29 16:12:53.159993
P000826,electronics,Apple,623.78,True,2026-04-25 13:41:36.159993
P000827,electronics,Dell,326.87,True,2026-02-03 15:58:46.159993
P000828,sports,Under Armour,1077.5,True,2026-05-18 23:30:04.159993
P000829,books,Penguin,34.71,True,2026-02-07 07:00:23.159993
P000830,electronics,Dell,1444.33,True,2025-12-28 02:00:38.159993
P000831,electronics,Apple,1512.11,False,2026-05-20 09:17:42.159993
P000832,electronics,Sony,197.18,True,2026-01-12 21:18:36.159993
P000833,electronics,Sony,269.1,True,2026-03-12 11:18:07.159993
P000834,electronics,Sony,1995.64,True,2026-01-14 12:28:07.159993
P000835,electronics,LG,1852.55,True,2026-01-08 12:16:40.159993
P000836,electronics,Dell,1875.69,True,2026-04-04 13:34:04.159993
P000837,electronics,Sony,1155.87,False,2026-04-16 11:53:37.159993
P000838,electronics,Dell,1035.16,False,2026-05-26 12:54:26.159993
P000839,toys,LEGO,30.73,True,2026-01-13 10:28:03.159993
P000840,toys,Fisher-Price,51.08,True,2026-05-15 15:26:21.159993
P000841,electronics,Dell,214.82,True,2026-06-05 13:08:58.159993
P000842,electronics,Apple,191.61,True,2025-12-26 10:03:01.159993
P000843,electronics,Apple,304.52,False,2026-03-11 08:08:59.159993
P000844,electronics,Samsung,459.84,False,2026-06-13 17:34:24.159993
P000845,electronics,Samsung,1606.54,True,2025-12-31 15:02:21.159993
P000846,electronics,Samsung,896.44,True,2026-01-10 17:17:17.159993
P000847,beauty,Dove,197.07,True,2026-02-26 17:03:12.159993
P000848,electronics,LG,1568.72,False,2026-06-03 21:25:47.159993
P000849,electronics,Samsung,1059.2,True,2026-05-10 08:12:20.159993
P000850,electronics,Dell,672.56,True,2026-05-04 08:59:42.159993
P000851,electronics,Dell,213.39,True,2026-05-03 04:44:14.159993
P000852,electronics,Dell,1388.94,True,2026-01-22 13:43:08.159993
P000853,electronics,Sony,1677.26,True,2026-04-05 09:29:43.159993
P000854,electronics,LG,270.75,True,2026-01-07 01:46:50.159993
P000855,electronics,Sony,1185.68,True,2026-04-07 00:15:20.159993
P000856,electronics,LG,791.93,True,2026-06-03 15:25:45.159993
P000857,electronics,Samsung,1910.95,True,2026-02-10 18:57:06.159993
P000858,electronics,Dell,1053.91,False,2026-01-25 09:33:42.159993
P000859,electronics,Samsung,1721.38,True,2025-12-29 07:31:24.159993
P000860,electronics,LG,729.47,True,2026-04-30 21:26:24.159993
P000861,electronics,Samsung,1857.3,True,2026-01-31 08:33:23.159993
P000862,electronics,Sony,1783.07,False,2026-06-01 10:24:06.159993
P000863,electronics,Samsung,1876.0,False,2026-06-18 05:11:02.159993
P000864,electronics,Apple,723.69,True,2026-06-02 12:16:46.159993
P000865,electronics,Samsung,678.15,True,2026-05-21 13:43:22.159993
P000866,electronics,Apple,920.6,True,2025-12-23 20:10:53.159993
P000867,electronics,Samsung,1286.29,True,2026-05-22 09:27:05.159993
P000868,electronics,Samsung,1467.0,True,2026-01-09 14:35:21.159993
P000869,beauty,Maybelline,279.78,True,2026-03-14 13:37:53.159993
P000870,electronics,LG,1323.98,True,2026-01-18 14:36:50.159993
P000871,grocery,Costco,26.45,True,2026-04-12 05:52:47.159993
P000872,electronics,LG,1307.54,True,2026-01-07 15:17:35.159993
P000873,electronics,Sony,646.85,True,2026-02-22 21:31:59.159993
P000874,electronics,Samsung,1778.8,True,2026-01-13 02:11:01.159993
P000875,home_living,Bed Bath & Beyond,1163.14,True,2026-05-17 10:42:19.159993
P000876,sports,Under Armour,1082.38,True,2026-02-24 17:45:24.159993
P000877,electronics,LG,1494.67,True,2026-02-25 03:41:26.159993
P000878,electronics,Sony,1375.57,True,2026-04-13 07:39:53.159993
P000879,electronics,Samsung,1178.98,True,2026-01-19 18:30:35.159993
P000880,electronics,LG,1367.88,True,2026-05-30 20:07:35.159993
P000881,electronics,Apple,1764.4,True,2026-02-08 15:26:21.159993
P000882,sports,Puma,540.45,True,2026-05-07 09:07:53.159993
P000883,electronics,Apple,1104.69,False,2026-05-01 01:02:46.159993
P000884,electronics,Apple,592.0,True,2026-03-05 13:43:20.159993
P000885,electronics,Apple,1724.8,True,2026-03-03 01:51:46.159993
P000886,electronics,Samsung,714.21,True,2026-06-20 16:51:59.159993
P000887,electronics,LG,1876.63,True,2026-06-10 05:24:26.159993
P000888,electronics,Samsung,217.17,True,2026-03-30 14:26:28.159993
P000889,electronics,Sony,889.74,True,2026-04-20 11:05:22.159993
P000890,electronics,LG,347.96,True,2026-03-10 11:11:48.159993
P000891,electronics,Sony,1668.5,True,2026-05-19 20:58:24.159993
P000892,books,Simon & Schuster,19.01,True,2026-05-04 23:14:16.159993
P000893,fashion,Adidas,156.29,True,2026-05-21 15:36:03.159993
P000894,electronics,LG,1387.22,False,2026-06-01 17:02:57.159993
P000895,electronics,Apple,487.63,True,2026-05-08 12:37:20.159993
P000896,books,HarperCollins,61.98,True,2026-06-12 10:39:18.159993
P000897,electronics,Samsung,1561.8,True,2026-05-14 11:26:54.159993
P000898,fashion,Zara,86.67,False,2026-01-19 17:16:49.159993
P000899,sports,Under Armour,1132.98,False,2026-02-01 06:06:15.159993
P000900,electronics,Sony,1752.18,True,2026-02-21 18:53:19.159993
P000901,grocery,Costco,49.1,True,2026-01-27 17:32:04.159993
P000902,electronics,Apple,493.12,True,2026-05-27 10:49:20.159993
P000903,electronics,LG,1205.79,True,2026-02-15 08:55:46.159993
P000904,electronics,Apple,483.23,False,2026-05-07 17:22:39.159993
P000905,electronics,Samsung,354.74,True,2025-12-29 04:39:15.159993
P000906,home_living,IKEA,661.16,True,2026-05-06 12:30:01.159993
P000907,electronics,LG,1911.53,True,2025-12-31 00:20:43.159993
P000908,fashion,Adidas,336.6,False,2026-05-06 16:31:20.159993
P000909,electronics,Samsung,679.7,True,2026-03-24 03:33:14.159993
P000910,electronics,Sony,360.6,False,2026-03-16 00:55:44.159993
P000911,electronics,Samsung,1740.99,True,2026-03-10 14:36:51.159993
P000912,electronics,Samsung,1468.14,False,2025-12-31 21:16:19.159993
P000913,electronics,Apple,1745.3,True,2026-05-24 00:25:03.159993
P000914,electronics,Apple,1300.83,True,2026-05-28 07:15:14.159993
P000915,electronics,Samsung,788.11,True,2026-03-03 18:13:04.159993
P000916,electronics,LG,382.73,False,2026-05-16 07:05:46.159993
P000917,electronics,Apple,549.32,True,2026-03-24 19:58:01.159993
P000918,electronics,LG,284.36,True,2026-02-18 22:03:42.159993
P000919,electronics,Dell,678.3,True,2026-05-25 04:22:50.159993
P000920,electronics,Sony,477.7,False,2026-03-29 17:12:53.159993
P000921,electronics,LG,285.0,False,2026-01-18 17:11:03.159993
P000922,electronics,Samsung,1803.24,True,2026-06-01 05:59:02.159993
P000923,beauty,Maybelline,286.61,True,2026-04-23 07:16:24.159993
P000924,electronics,Samsung,723.54,True,2026-04-28 09:07:06.159993
P000925,electronics,Samsung,1630.6,False,2026-03-24 01:02:42.159993
P000926,electronics,LG,1091.53,True,2026-02-09 07:24:52.159993
P000927,electronics,Samsung,1640.75,True,2026-02-25 11:43:54.159993
P000928,electronics,Sony,1542.52,True,2026-02-20 17:11:41.159993
P000929,electronics,Dell,644.09,False,2026-04-13 03:58:49.159993
P000930,electronics,Dell,1105.71,True,2026-03-11 04:07:34.159993
P000931,home_living,Home Depot,128.64,True,2026-05-11 18:43:22.159993
P000932,electronics,Dell,848.21,True,2026-04-21 16:29:39.159993
P000933,electronics,LG,1264.94,True,2026-01-21 13:38:53.159993
P000934,home_living,Home Depot,509.97,True,2026-02-10 06:03:32.159993
P000935,electronics,LG,1094.05,True,2026-03-09 03:07:46.159993
P000936,electronics,Apple,585.84,True,2026-04-26 03:54:23.159993
P000937,electronics,Sony,1807.84,False,2026-02-09 09:57:26.159993
P000938,electronics,Samsung,788.58,True,2026-05-04 21:45:10.159993
P000939,electronics,Sony,1542.39,True,2025-12-26 05:02:22.159993
P000940,electronics,Samsung,122.74,True,2026-04-05 20:20:30.159993
P000941,electronics,Sony,1195.18,True,2026-04-15 03:42:10.159993
P000942,electronics,Dell,846.42,False,2026-05-05 17:51:52.159993
P000943,electronics,Samsung,1140.36,True,2026-01-20 13:20:55.159993
P000944,electronics,Sony,161.9,True,2026-02-17 19:33:42.159993
P000945,electronics,Sony,1287.86,True,2026-01-27 08:30:58.159993
P000946,electronics,Apple,1945.74,False,2026-06-01 20:56:35.159993
P000947,sports,Under Armour,737.22,True,2026-01-04 03:01:55.159993
P000948,electronics,LG,961.55,True,2026-01-30 06:49:59.159993
P000949,electronics,Sony,419.56,True,2025-12-24 15:40:30.159993
P000950,fashion,H&M,414.19,False,2026-05-15 11:55:48.159993
P000951,books,Penguin,85.6,True,2026-04-24 05:21:04.159993
P000952,electronics,Apple,1174.25,True,2026-04-20 09:27:06.159993
P000953,electronics,Apple,452.68,True,2026-05-03 01:40:14.159993
P000954,electronics,Samsung,1799.27,True,2026-06-21 08:06:53.159993
P000955,electronics,Samsung,1153.35,True,2026-01-07 15:51:31.159993
P000956,grocery,Aldi,24.75,True,2026-03-27 13:29:28.159993
P000957,electronics,Sony,1937.89,True,2026-02-05 09:19:13.159993
P000958,electronics,Samsung,1533.89,False,2026-02-14 07:28:18.159993
P000959,electronics,Apple,1273.64,True,2026-06-02 22:19:03.159993
P000960,books,HarperCollins,11.21,True,2026-03-12 15:20:31.159993
P000961,toys,Hasbro,260.86,False,2026-04-14 05:18:09.159993
P000962,electronics,LG,146.56,False,2026-01-28 13:11:43.159993
P000963,electronics,LG,344.78,True,2026-03-19 19:51:05.159993
P000964,electronics,Apple,160.72,True,2026-06-18 22:24:42.159993
P000965,electronics,Samsung,549.05,True,2026-01-20 11:17:17.159993
P000966,electronics,LG,951.42,True,2026-04-25 04:40:04.159993
P000967,electronics,Sony,1629.27,True,2026-04-07 14:02:58.159993
P000968,electronics,Sony,506.73,True,2026-02-18 18:17:14.159993
P000969,electronics,Samsung,1988.87,True,2026-06-05 04:27:41.159993
P000970,electronics,Samsung,750.28,False,2026-05-16 10:18:05.159993
P000971,electronics,Sony,444.87,True,2026-04-24 22:51:49.159993
P000972,electronics,LG,1944.33,True,2025-12-26 06:25:00.159993
P000973,electronics,Sony,1012.91,False,2026-04-21 05:29:50.159993
P000974,beauty,Maybelline,89.43,True,2026-04-23 17:41:59.159993
P000975,beauty,Maybelline,197.12,True,2026-01-13 19:21:19.159993
P000976,electronics,Samsung,1278.46,True,2026-02-18 16:24:48.159993
P000977,electronics,Samsung,1140.0,True,2026-03-23 06:05:19.159993
P000978,sports,Puma,618.23,False,2026-01-31 14:14:13.159993
P000979,electronics,Samsung,1379.64,False,2026-02-24 17:46:28.159993
P000980,electronics,Sony,1005.65,True,2026-05-26 03:24:40.159993
P000981,electronics,LG,1764.41,True,2026-04-21 21:00:05.159993
P000982,electronics,Samsung,1213.74,True,2026-04-21 23:16:27.159993
P000983,electronics,Apple,813.84,True,2026-05-27 20:21:30.159993
P000984,fashion,Adidas,116.44,True,2026-03-21 18:47:04.159993
P000985,electronics,Apple,749.97,True,2026-05-06 09:34:02.159993
P000986,electronics,Samsung,504.36,True,2026-02-03 04:10:06.159993
P000987,electronics,Samsung,665.36,True,2026-04-27 13:47:58.159993
P000988,electronics,Dell,951.78,True,2026-04-21 18:06:30.159993
P000989,electronics,Sony,871.35,True,2026-05-10 16:51:32.159993
P000990,electronics,Dell,375.59,True,2026-03-25 21:45:07.159993
P000991,electronics,LG,859.29,True,2026-02-28 02:50:14.159993
P000992,toys,Hasbro,135.46,True,2026-03-02 03:12:10.159993
P000993,electronics,LG,827.63,True,2026-03-12 04:11:04.159993
P000994,home_living,Lowe's,1250.17,True,2026-06-11 20:26:42.159993
P000995,electronics,Sony,952.7,True,2026-04-07 07:14:17.159993
P000996,toys,Fisher-Price,356.46,True,2026-01-17 00:09:49.159993
P000997,electronics,LG,1002.0,False,2026-01-23 02:31:46.159993
P000998,electronics,Samsung,1771.97,True,2026-05-24 09:57:08.159993
P000999,electronics,Apple,1761.88,True,2026-04-14 06:56:22.159993
P001000,electronics,Samsung,191.78,False,2026-01-21 17:50:15.159993
