customer_id,signup_ts,country,segment,marketing_opt_in
C000977,2026-01-09 18:06:42.159993,VN,bronze,False
C000978,2026-04-05 15:41:02.159993,VN,bronze,False
C000979,2026-02-24 18:25:07.159993,VN,bronze,False
C000980,2026-04-04 10:48:01.159993,JP,bronze,True
C000981,2026-04-08 18:13:54.159993,VN,bronze,True
C000982,2026-04-28 23:18:54.159993,VN,gold,False
C000983,2026-04-01 01:51:33.159993,VN,bronze,False
C000984,2026-04-19 05:48:11.159993,VN,silver,True
C000985,2026-04-08 07:09:15.159993,VN,bronze,True
C000986,2026-04-20 01:10:35.159993,VN,gold,False
C000987,2026-04-13 14:34:03.159993,VN,bronze,True
C000988,2026-02-18 12:42:39.159993,VN,bronze,False
C000989,2026-02-05 22:36:52.159993,VN,bronze,True
C000990,2026-05-14 08:22:22.159993,VN,bronze,True
C000991,2026-02-23 07:08:18.159993,KR,gold,True
C000992,2026-04-01 10:58:10.159993,VN,bronze,True
C000993,2026-01-28 01:35:22.159993,VN,bronze,False
C000994,2026-03-11 06:23:32.159993,US,bronze,True
C000995,2026-03-28 22:48:46.159993,VN,bronze,True
C000996,2026-04-15 07:02:23.159993,VN,bronze,False
C000997,2026-03-28 08:36:46.159993,VN,bronze,False
C000998,2026-02-26 12:42:19.159993,VN,bronze,False
C000999,2026-06-14 17:31:04.159993,VN,silver,True
C001000,2026-03-25 21:41:57.159993,VN,bronze,False
