order_id,customer_id,order_timestamp,status,shipping_city,shipping_method,coupon_code
O001590,C000361,2026-05-26 07:52:55.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001591,C000263,2026-04-08 13:55:27.159993,pending,Ho Chi Minh City,same_day,
O001592,C000018,2026-02-09 07:13:27.159993,completed,Hanoi,,
O001593,C000325,2026-06-20 09:30:31.159993,completed,Ho Chi Minh City,express,
O001594,C000396,2026-06-04 14:53:58.159993,returned,Ho Chi Minh City,standard,SAVEUPTO20
O001595,C000089,2026-05-25 15:20:12.159993,completed,Ho Chi Minh City,standard,
O001596,C000510,2026-02-13 20:37:37.159993,pending,Ho Chi Minh City,,
O001597,C000866,2026-06-17 00:04:19.159993,completed,Ho Chi Minh City,express,
O001598,C000327,2026-03-19 09:07:20.159993,cancelled,Hanoi,,
O001599,C000869,2026-04-21 17:28:30.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001600,C000259,2026-05-07 04:41:38.159993,completed,Da Nang,express,
O001601,C000214,2026-05-31 21:11:45.159993,pending,Ho Chi Minh City,same_day,
O001602,C000144,2026-06-02 23:22:58.159993,completed,Ho Chi Minh City,standard,
O001603,C000776,2026-06-19 06:21:46.159993,completed,Ho Chi Minh City,standard,
O001604,C000775,2026-06-21 13:43:41.159993,completed,Da Nang,standard,
O001605,C000089,2026-05-31 10:17:29.159993,completed,Ho Chi Minh City,standard,
O001606,C000741,2026-06-03 06:46:09.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001607,C000492,2026-06-11 16:11:51.159993,completed,Ho Chi Minh City,express,
O001608,C000856,2026-06-12 19:31:44.159993,pending,Ho Chi Minh City,standard,
O001609,C000147,2026-03-19 15:07:50.159993,completed,Ho Chi Minh City,,
O001610,C000226,2026-05-29 11:22:24.159993,returned,Hanoi,standard,
O001611,C000529,2026-06-15 03:14:54.159993,completed,Ho Chi Minh City,express,
O001612,C000556,2026-05-22 08:13:06.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001613,C000017,2026-04-07 11:01:10.159993,completed,Ho Chi Minh City,express,
O001614,C000662,2026-05-19 15:16:26.159993,cancelled,Ho Chi Minh City,standard,
O001615,C000081,2026-06-21 04:47:05.159993,completed,Ho Chi Minh City,standard,
O001616,C000471,2026-05-19 08:09:18.159993,completed,Ho Chi Minh City,standard,
O001617,C000533,2026-02-20 07:13:22.159993,completed,Ho Chi Minh City,,
O001618,C000571,2026-06-19 17:22:55.159993,completed,Ho Chi Minh City,express,
O001619,C000876,2026-05-12 03:45:41.159993,completed,Ho Chi Minh City,standard,
O001620,C000408,2026-03-06 10:41:10.159993,completed,Ho Chi Minh City,,
O001621,C000471,2026-05-15 20:05:08.159993,completed,Ho Chi Minh City,standard,
O001622,C000083,2026-06-02 01:10:14.159993,completed,Ho Chi Minh City,standard,
O001623,C000109,2026-05-05 15:40:03.159993,completed,Can Tho,standard,
O001624,C000859,2026-05-08 08:23:45.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001625,C000711,2026-05-20 13:18:53.159993,completed,Ho Chi Minh City,standard,
O001626,C000660,2026-03-24 01:50:19.159993,completed,Ho Chi Minh City,express,
O001627,C000022,2026-05-13 10:57:45.159993,completed,Da Nang,express,
O001628,C000290,2026-06-17 21:58:19.159993,completed,Hanoi,standard,
O001629,C000512,2026-06-20 22:09:54.159993,completed,Ho Chi Minh City,standard,
O001630,C000104,2026-03-07 19:12:05.159993,completed,Ho Chi Minh City,,
O001631,C000678,2026-01-28 12:04:03.159993,pending,Ho Chi Minh City,,
O001632,C000746,2026-04-18 10:31:27.159993,cancelled,Ho Chi Minh City,express,
O001633,C000735,2026-06-11 00:35:10.159993,completed,Ho Chi Minh City,express,
O001634,C000405,2026-03-24 02:31:37.159993,cancelled,Ho Chi Minh City,standard,SAVEUPTO20
O001635,C000972,2026-05-15 14:31:15.159993,completed,Ho Chi Minh City,standard,
O001636,C000310,2026-04-20 06:54:41.159993,completed,Ho Chi Minh City,standard,
O001637,C000585,2026-06-11 15:41:23.159993,returned,Ho Chi Minh City,express,
O001638,C000580,2026-04-28 23:31:22.159993,completed,Ho Chi Minh City,standard,
O001639,C000425,2026-04-18 18:57:36.159993,completed,Ho Chi Minh City,standard,
O001640,C000422,2026-05-10 17:24:30.159993,completed,Ho Chi Minh City,standard,
O001641,C000952,2026-03-22 15:40:19.159993,completed,Ho Chi Minh City,,
O001642,C000612,2026-03-31 07:59:14.159993,pending,Ho Chi Minh City,standard,SAVEUPTO20
O001643,C000936,2026-06-18 08:06:21.159993,completed,Can Tho,express,
O001644,C000978,2026-05-02 20:17:14.159993,pending,Ho Chi Minh City,standard,SAVEUPTO20
O001645,C000957,2026-03-19 06:14:50.159993,completed,Ho Chi Minh City,,
O001646,C000175,2026-05-03 00:47:26.159993,completed,Ho Chi Minh City,express,
O001647,C000436,2026-05-16 22:35:00.159993,cancelled,Ho Chi Minh City,standard,SAVEUPTO20
O001648,C000974,2026-03-19 08:31:40.159993,completed,Ho Chi Minh City,,
O001649,C000124,2026-04-12 05:20:52.159993,completed,Ho Chi Minh City,standard,
O001650,C000677,2026-04-10 05:13:25.159993,returned,Ho Chi Minh City,standard,
O001651,C000157,2026-05-28 22:32:22.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001652,C000291,2026-06-07 15:00:08.159993,completed,Ho Chi Minh City,express,
O001653,C000360,2026-05-29 20:43:54.159993,cancelled,Ho Chi Minh City,same_day,
O001654,C000911,2026-06-02 01:52:46.159993,completed,Ho Chi Minh City,same_day,
O001655,C000479,2026-06-04 15:25:36.159993,completed,Ho Chi Minh City,standard,
O001656,C000689,2026-03-17 08:43:36.159993,completed,Ho Chi Minh City,,
O001657,C000178,2026-04-06 10:41:31.159993,completed,Ho Chi Minh City,standard,
O001658,C000098,2026-06-20 13:36:48.159993,completed,Da Nang,express,
O001659,C000887,2026-04-08 20:09:06.159993,completed,Ho Chi Minh City,standard,
O001660,C000976,2026-05-03 12:17:44.159993,pending,Ho Chi Minh City,standard,
O001661,C000835,2026-06-20 12:24:57.159993,cancelled,Ho Chi Minh City,same_day,
O001662,C000890,2026-06-09 15:07:34.159993,completed,Can Tho,standard,
O001663,C000187,2026-05-21 02:28:29.159993,completed,Ho Chi Minh City,express,
O001664,C000827,2026-06-15 11:31:16.159993,cancelled,Ho Chi Minh City,standard,
O001665,C000239,2026-05-06 04:09:14.159993,completed,Hanoi,standard,
O001666,C000824,2026-06-04 19:42:19.159993,completed,Ho Chi Minh City,standard,
O001667,C000783,2026-03-25 03:49:27.159993,completed,Da Nang,express,
O001668,C000364,2026-06-14 22:14:16.159993,completed,Ho Chi Minh City,same_day,
O001669,C000446,2026-06-14 10:45:01.159993,returned,Ho Chi Minh City,same_day,
O001670,C000135,2026-06-19 09:10:05.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001671,C000986,2026-06-07 18:59:12.159993,completed,Ho Chi Minh City,standard,
O001672,C000685,2026-03-17 18:14:44.159993,completed,Ho Chi Minh City,,
O001673,C000737,2026-06-12 20:44:38.159993,completed,Ho Chi Minh City,standard,
O001674,C000666,2026-06-11 21:27:38.159993,cancelled,Ho Chi Minh City,express,SAVEUPTO20
O001675,C000519,2026-05-03 09:35:23.159993,completed,Ho Chi Minh City,same_day,SAVEUPTO20
O001676,C000202,2026-06-06 00:22:11.159993,completed,Ho Chi Minh City,standard,
O001677,C000321,2026-03-05 07:52:01.159993,completed,Ho Chi Minh City,,
O001678,C000505,2026-04-06 15:32:50.159993,completed,Hanoi,express,SAVEUPTO20
O001679,C000281,2026-03-17 10:16:40.159993,completed,Ho Chi Minh City,,
O001680,C000507,2026-04-20 11:14:35.159993,cancelled,Ho Chi Minh City,express,SAVEUPTO20
O001681,C000583,2026-02-07 17:38:35.159993,pending,Ho Chi Minh City,,
O001682,C000761,2026-02-27 08:46:36.159993,completed,Hanoi,,
O001683,C000402,2026-06-05 13:24:12.159993,completed,Ho Chi Minh City,standard,
O001684,C000463,2026-06-12 00:18:37.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001685,C000937,2026-02-13 17:30:15.159993,completed,Ho Chi Minh City,,
O001686,C000779,2026-04-02 07:22:30.159993,completed,Can Tho,standard,
O001687,C000773,2025-12-26 20:57:11.159993,completed,Ho Chi Minh City,,
O001688,C000472,2026-06-14 19:34:24.159993,completed,Ho Chi Minh City,express,
O001689,C000049,2026-05-26 04:20:52.159993,cancelled,Ho Chi Minh City,express,
O001690,C000769,2026-02-24 01:11:33.159993,completed,Hanoi,,
O001691,C000774,2026-06-04 14:26:42.159993,pending,Ho Chi Minh City,express,
O001692,C000015,2026-06-05 10:25:15.159993,completed,Ho Chi Minh City,standard,
O001693,C000400,2026-02-17 13:01:01.159993,completed,Ho Chi Minh City,,
O001694,C000974,2026-04-01 01:40:42.159993,completed,Ho Chi Minh City,standard,
O001695,C000830,2026-03-27 05:17:18.159993,completed,Ho Chi Minh City,standard,
O001696,C000164,2026-03-07 07:19:06.159993,completed,Ho Chi Minh City,,
O001697,C000080,2026-06-15 03:13:40.159993,completed,Ho Chi Minh City,standard,
O001698,C000124,2026-04-16 22:23:48.159993,completed,Ho Chi Minh City,standard,
O001699,C000953,2026-06-17 21:00:20.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001700,C000680,2026-06-11 14:58:10.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001701,C000317,2026-06-15 14:22:06.159993,completed,Ho Chi Minh City,standard,
O001702,C000496,2026-05-04 13:27:50.159993,completed,Ho Chi Minh City,same_day,
O001703,C000720,2026-06-18 00:15:50.159993,cancelled,Ho Chi Minh City,same_day,
O001704,C000384,2026-03-20 17:19:33.159993,completed,Ho Chi Minh City,,
O001705,C000012,2026-06-18 07:25:30.159993,completed,Ho Chi Minh City,standard,
O001706,C000594,2026-06-21 11:22:27.159993,completed,Ho Chi Minh City,standard,
O001707,C000724,2026-02-25 10:31:32.159993,pending,Hanoi,,
O001708,C000025,2026-05-15 04:29:13.159993,pending,Ho Chi Minh City,standard,
O001709,C000477,2026-06-11 05:59:53.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001710,C000417,2026-06-21 02:53:04.159993,completed,Ho Chi Minh City,standard,
O001711,C000166,2026-05-22 05:31:43.159993,completed,Ho Chi Minh City,standard,
O001712,C000994,2026-05-12 08:25:56.159993,completed,Ho Chi Minh City,express,
O001713,C000024,2026-06-11 03:33:30.159993,pending,Can Tho,standard,SAVEUPTO20
O001714,C000715,2026-06-08 09:17:46.159993,completed,Ho Chi Minh City,standard,
O001715,C000358,2026-06-14 20:08:41.159993,completed,Ho Chi Minh City,same_day,
O001716,C000450,2026-03-15 23:06:06.159993,completed,Ho Chi Minh City,,
O001717,C000523,2026-03-15 13:55:00.159993,cancelled,Ho Chi Minh City,,
O001718,C000508,2026-03-27 00:28:16.159993,completed,Ho Chi Minh City,same_day,
O001719,C000677,2026-06-16 00:48:50.159993,completed,Ho Chi Minh City,standard,
O001720,C000995,2026-06-01 07:52:22.159993,cancelled,Hanoi,standard,
O001721,C000520,2026-05-30 13:52:43.159993,completed,Ho Chi Minh City,standard,
O001722,C000876,2026-05-27 04:44:20.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001723,C000468,2026-04-26 10:25:00.159993,returned,Ho Chi Minh City,standard,
O001724,C000383,2026-06-21 11:11:39.159993,completed,Hanoi,same_day,
O001725,C000662,2026-05-20 22:56:41.159993,completed,Ho Chi Minh City,express,
O001726,C000700,2026-03-10 14:24:44.159993,completed,Ho Chi Minh City,,
O001727,C000257,2026-05-26 21:32:16.159993,completed,Ho Chi Minh City,standard,
O001728,C000636,2026-06-04 19:56:55.159993,completed,Ho Chi Minh City,standard,
O001729,C000237,2026-06-13 07:17:36.159993,cancelled,Da Nang,standard,SAVEUPTO20
O001730,C000135,2026-05-18 10:05:20.159993,cancelled,Ho Chi Minh City,same_day,SAVEUPTO20
O001731,C000172,2026-04-09 00:56:58.159993,cancelled,Ho Chi Minh City,express,
O001732,C000916,2026-06-02 22:33:50.159993,completed,Ho Chi Minh City,express,SAVEUPTO20
O001733,C000586,2026-06-21 02:06:23.159993,completed,Ho Chi Minh City,standard,
O001734,C000179,2026-06-10 02:32:26.159993,completed,Ho Chi Minh City,standard,
O001735,C000490,2026-06-08 11:23:54.159993,completed,Ho Chi Minh City,express,
O001736,C000266,2026-05-08 18:11:12.159993,completed,Hanoi,standard,
O001737,C000163,2026-03-15 04:07:51.159993,returned,Da Nang,,
O001738,C000233,2026-03-05 22:08:22.159993,cancelled,Ho Chi Minh City,,
O001739,C000132,2026-06-19 00:14:16.159993,completed,Ho Chi Minh City,standard,
O001740,C000725,2026-05-20 12:30:00.159993,completed,Ho Chi Minh City,standard,
O001741,C000413,2026-06-02 18:19:37.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001742,C000054,2026-04-14 21:40:21.159993,completed,Hanoi,standard,SAVEUPTO20
O001743,C000169,2026-03-28 05:34:13.159993,completed,Ho Chi Minh City,standard,
O001744,C000049,2026-05-12 01:32:21.159993,completed,Ho Chi Minh City,express,
O001745,C000520,2026-04-15 05:33:28.159993,completed,Ho Chi Minh City,same_day,SAVEUPTO20
O001746,C000296,2026-05-04 07:04:08.159993,completed,Ho Chi Minh City,standard,
O001747,C000887,2026-04-11 10:04:58.159993,completed,Ho Chi Minh City,standard,
O001748,C000572,2026-04-08 18:49:27.159993,completed,Ho Chi Minh City,express,
O001749,C000444,2026-04-10 08:59:17.159993,completed,Ho Chi Minh City,standard,
O001750,C000393,2026-06-11 16:56:19.159993,pending,Ho Chi Minh City,express,
O001751,C000627,2026-02-28 01:37:13.159993,cancelled,Ho Chi Minh City,,
O001752,C000028,2026-05-21 23:02:50.159993,returned,Bien Hoa,standard,
O001753,C000947,2026-06-19 01:00:18.159993,completed,Ho Chi Minh City,express,
O001754,C000105,2026-05-23 02:35:23.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001755,C000787,2026-05-02 03:19:19.159993,cancelled,Ho Chi Minh City,standard,
O001756,C000123,2026-06-03 09:32:15.159993,completed,Ho Chi Minh City,standard,
O001757,C000476,2026-05-15 14:34:08.159993,completed,Ho Chi Minh City,standard,
O001758,C000052,2026-04-21 15:39:19.159993,returned,Can Tho,same_day,
O001759,C000871,2026-04-04 01:01:11.159993,completed,Ho Chi Minh City,express,
O001760,C000296,2026-04-17 17:50:12.159993,cancelled,Ho Chi Minh City,standard,
O001761,C000928,2026-06-08 00:46:10.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001762,C000037,2026-06-03 10:51:09.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001763,C000700,2026-06-17 06:41:53.159993,cancelled,Ho Chi Minh City,standard,SAVEUPTO20
O001764,C000079,2026-05-02 00:30:31.159993,completed,Ho Chi Minh City,standard,
O001765,C000935,2026-03-29 20:00:40.159993,cancelled,Ho Chi Minh City,standard,
O001766,C000416,2026-05-30 18:24:49.159993,completed,Ho Chi Minh City,standard,
O001767,C000596,2026-05-25 21:57:39.159993,completed,Da Nang,standard,
O001768,C000572,2026-03-25 07:50:26.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001769,C000997,2026-04-09 03:41:42.159993,completed,Ho Chi Minh City,standard,
O001770,C000962,2026-04-29 02:56:53.159993,completed,Ho Chi Minh City,standard,
O001771,C000662,2026-05-18 14:01:59.159993,completed,Ho Chi Minh City,standard,
O001772,C000598,2026-06-19 10:26:18.159993,returned,Ho Chi Minh City,standard,
O001773,C000124,2026-04-21 14:28:17.159993,completed,Ho Chi Minh City,standard,
O001774,C000693,2026-06-13 17:17:09.159993,pending,Ho Chi Minh City,same_day,
O001775,C000225,2026-06-11 00:48:35.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001776,C000798,2026-03-25 07:07:43.159993,completed,Ho Chi Minh City,standard,
O001777,C000875,2026-05-27 21:51:16.159993,completed,Ho Chi Minh City,standard,
O001778,C000131,2026-06-01 01:43:45.159993,completed,Hanoi,standard,SAVEUPTO20
O001779,C000589,2026-06-15 04:57:51.159993,completed,Ho Chi Minh City,standard,
O001780,C000437,2026-04-25 21:38:05.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001781,C000940,2026-04-10 06:39:00.159993,returned,Hanoi,standard,
O001782,C000323,2026-05-31 14:39:17.159993,returned,Ho Chi Minh City,standard,
O001783,C000734,2026-06-20 12:36:35.159993,returned,Ho Chi Minh City,standard,
O001784,C000258,2026-05-07 22:57:37.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001785,C000722,2026-06-16 07:07:04.159993,completed,Ho Chi Minh City,standard,
O001786,C000095,2026-06-04 21:43:05.159993,completed,Ho Chi Minh City,standard,
O001787,C000497,2026-01-20 03:50:29.159993,cancelled,Ho Chi Minh City,,
O001788,C000613,2026-05-20 14:45:49.159993,completed,Ho Chi Minh City,express,
O001789,C000999,2026-06-15 23:42:17.159993,completed,Ho Chi Minh City,express,SAVEUPTO20
O001790,C000452,2026-06-18 02:03:18.159993,completed,Ho Chi Minh City,express,SAVEUPTO20
O001791,C000215,2026-05-11 23:31:04.159993,completed,Ho Chi Minh City,standard,
O001792,C000382,2026-06-16 11:21:55.159993,completed,Ho Chi Minh City,standard,
O001793,C000086,2026-05-17 16:51:35.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001794,C000953,2026-04-18 23:44:14.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001795,C000138,2026-02-12 02:47:32.159993,cancelled,Ho Chi Minh City,,
O001796,C000507,2026-04-25 15:05:50.159993,returned,Bien Hoa,standard,
O001797,C000097,2026-02-08 10:29:19.159993,completed,Ho Chi Minh City,,
O001798,C000460,2026-01-29 03:36:38.159993,completed,Ho Chi Minh City,,
O001799,C000756,2026-03-21 09:50:15.159993,completed,Ho Chi Minh City,,
O001800,C000909,2026-05-21 08:28:11.159993,completed,Ho Chi Minh City,standard,
O001801,C000594,2026-06-20 02:11:37.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001802,C000942,2026-04-22 18:54:16.159993,completed,Ho Chi Minh City,standard,
O001803,C000650,2026-05-28 03:50:17.159993,completed,Ho Chi Minh City,express,SAVEUPTO20
O001804,C000189,2026-05-28 02:09:38.159993,completed,Ho Chi Minh City,standard,
O001805,C000516,2026-02-20 11:41:46.159993,completed,Ho Chi Minh City,,
O001806,C000239,2026-04-12 03:19:30.159993,completed,Da Nang,standard,
O001807,C000811,2026-04-24 19:08:13.159993,cancelled,Hanoi,standard,
O001808,C000454,2026-06-14 22:47:44.159993,completed,Ho Chi Minh City,standard,
O001809,C000884,2026-01-30 14:09:45.159993,completed,Ho Chi Minh City,,
O001810,C000365,2026-02-08 08:04:10.159993,completed,Ho Chi Minh City,,
O001811,C000467,2026-06-07 03:49:19.159993,returned,Da Nang,standard,SAVEUPTO20
O001812,C000026,2026-05-22 10:06:20.159993,completed,Ho Chi Minh City,standard,
O001813,C000320,2026-06-21 06:00:48.159993,completed,Da Nang,express,
O001814,C000838,2026-05-23 09:16:04.159993,cancelled,Ho Chi Minh City,express,
O001815,C000500,2026-05-05 10:15:25.159993,completed,Bien Hoa,standard,SAVEUPTO20
O001816,C000717,2026-06-18 21:21:54.159993,completed,Ho Chi Minh City,express,SAVEUPTO20
O001817,C000808,2026-05-25 07:42:07.159993,completed,Ho Chi Minh City,standard,
O001818,C000495,2026-06-15 10:20:02.159993,completed,Ho Chi Minh City,standard,
O001819,C000688,2026-06-03 20:01:03.159993,completed,Ho Chi Minh City,standard,
O001820,C000590,2026-05-27 21:20:08.159993,completed,Ho Chi Minh City,standard,
O001821,C000239,2026-03-04 13:35:27.159993,completed,Ho Chi Minh City,,
O001822,C000204,2026-05-25 06:54:44.159993,completed,Ho Chi Minh City,same_day,
O001823,C000084,2026-06-09 14:55:35.159993,completed,Ho Chi Minh City,standard,
O001824,C000566,2026-02-22 12:30:13.159993,completed,Ho Chi Minh City,,
O001825,C000352,2026-04-28 13:39:23.159993,completed,Ho Chi Minh City,standard,
O001826,C000258,2026-04-01 06:11:07.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001827,C000539,2026-05-15 11:59:47.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001828,C000923,2026-05-23 18:24:56.159993,completed,Can Tho,express,
O001829,C000029,2026-05-11 04:37:54.159993,completed,Ho Chi Minh City,standard,
O001830,C000218,2026-05-06 21:13:05.159993,cancelled,Ho Chi Minh City,standard,
O001831,C000722,2026-06-10 10:02:06.159993,completed,Ho Chi Minh City,standard,
O001832,C000344,2026-05-15 12:15:14.159993,completed,Bien Hoa,express,
O001833,C000312,2026-05-04 07:23:57.159993,completed,Ho Chi Minh City,standard,
O001834,C000715,2026-06-16 04:44:21.159993,cancelled,Ho Chi Minh City,standard,
O001835,C000617,2026-05-30 07:20:11.159993,completed,Can Tho,standard,
O001836,C000253,2026-06-11 08:42:41.159993,returned,Ho Chi Minh City,standard,
O001837,C000507,2026-05-12 21:41:29.159993,completed,Ho Chi Minh City,standard,
O001838,C000873,2026-03-27 18:42:57.159993,completed,Ho Chi Minh City,standard,
O001839,C000124,2026-04-22 00:21:43.159993,completed,Ho Chi Minh City,express,
O001840,C000279,2026-02-14 07:40:56.159993,completed,Ho Chi Minh City,,
O001841,C000743,2026-05-06 03:25:55.159993,completed,Ho Chi Minh City,standard,
O001842,C000832,2026-02-18 07:21:58.159993,completed,Ho Chi Minh City,,
O001843,C000870,2026-04-04 16:04:08.159993,completed,Ho Chi Minh City,standard,
O001844,C000948,2026-05-15 03:10:05.159993,completed,Ho Chi Minh City,same_day,
O001845,C000594,2026-06-20 15:06:22.159993,completed,Ho Chi Minh City,standard,
O001846,C000181,2026-06-16 17:04:40.159993,completed,Ho Chi Minh City,standard,
O001847,C000806,2026-05-15 18:23:55.159993,cancelled,Ho Chi Minh City,standard,
O001848,C000483,2026-04-13 14:50:07.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001849,C000837,2026-06-13 15:21:30.159993,returned,Ho Chi Minh City,standard,
O001850,C000142,2026-05-20 01:15:54.159993,completed,Ho Chi Minh City,standard,
O001851,C000328,2026-04-30 13:41:21.159993,completed,Ho Chi Minh City,express,
O001852,C000126,2026-04-25 07:35:21.159993,returned,Can Tho,express,
O001853,C000832,2026-02-17 14:29:29.159993,completed,Ho Chi Minh City,,
O001854,C000064,2026-06-17 14:07:32.159993,completed,Ho Chi Minh City,standard,
O001855,C000109,2026-05-10 01:55:31.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001856,C000734,2026-05-23 07:29:27.159993,completed,Ho Chi Minh City,standard,
O001857,C000333,2026-03-05 02:43:09.159993,cancelled,Bien Hoa,,
O001858,C000276,2026-04-01 10:18:02.159993,returned,Ho Chi Minh City,express,SAVEUPTO20
O001859,C000020,2026-05-18 01:12:35.159993,pending,Ho Chi Minh City,standard,
O001860,C000385,2026-02-13 08:53:09.159993,cancelled,Ho Chi Minh City,,
O001861,C000732,2026-05-24 14:04:53.159993,completed,Ho Chi Minh City,standard,
O001862,C000419,2026-02-28 14:54:41.159993,pending,Ho Chi Minh City,,
O001863,C000914,2026-06-18 10:58:07.159993,completed,Hanoi,same_day,
O001864,C000543,2026-03-19 22:41:02.159993,completed,Ho Chi Minh City,,
O001865,C000743,2026-05-27 08:43:08.159993,completed,Da Nang,standard,
O001866,C000382,2026-06-12 09:22:26.159993,completed,Ho Chi Minh City,express,
O001867,C000333,2026-03-11 13:10:48.159993,completed,Ho Chi Minh City,,
O001868,C000856,2026-06-08 23:01:33.159993,completed,Ho Chi Minh City,standard,
O001869,C000933,2026-05-09 01:16:53.159993,cancelled,Ho Chi Minh City,express,SAVEUPTO20
O001870,C000645,2026-06-15 14:11:47.159993,cancelled,Ho Chi Minh City,same_day,
O001871,C000928,2026-06-17 16:39:09.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001872,C000167,2026-04-28 15:02:47.159993,cancelled,Ho Chi Minh City,express,SAVEUPTO20
O001873,C000147,2026-02-01 18:31:30.159993,completed,Ho Chi Minh City,,
O001874,C000208,2026-06-18 23:07:36.159993,completed,Ho Chi Minh City,express,
O001875,C000641,2026-05-19 18:52:00.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001876,C000401,2026-06-21 09:23:20.159993,completed,Ho Chi Minh City,express,
O001877,C000651,2026-05-06 18:10:50.159993,completed,Ho Chi Minh City,standard,
O001878,C000476,2026-05-25 22:25:59.159993,completed,Ho Chi Minh City,standard,
O001879,C000463,2026-05-16 14:47:53.159993,completed,Hanoi,standard,
O001880,C000460,2026-02-17 23:14:41.159993,completed,Ho Chi Minh City,,
O001881,C000473,2026-06-10 13:16:39.159993,completed,Ho Chi Minh City,same_day,
O001882,C000801,2026-03-03 18:58:40.159993,completed,Ho Chi Minh City,,
O001883,C000703,2026-02-05 12:02:01.159993,completed,Ho Chi Minh City,,
O001884,C000386,2026-04-21 05:34:09.159993,completed,Ho Chi Minh City,standard,
O001885,C000397,2026-01-03 00:34:27.159993,completed,Ho Chi Minh City,,
O001886,C000798,2026-05-18 10:15:32.159993,completed,Hanoi,express,
O001887,C000364,2026-06-19 04:20:16.159993,completed,Bien Hoa,standard,
O001888,C000065,2026-06-18 15:58:42.159993,completed,Ho Chi Minh City,standard,
O001889,C000112,2026-06-02 15:15:35.159993,completed,Da Nang,standard,
O001890,C000073,2026-05-09 05:39:05.159993,cancelled,Ho Chi Minh City,standard,
O001891,C000454,2026-01-07 02:24:50.159993,completed,Ho Chi Minh City,,
O001892,C000874,2026-01-16 11:29:14.159993,completed,Ho Chi Minh City,,
O001893,C000531,2026-04-27 08:33:44.159993,completed,Ho Chi Minh City,standard,
O001894,C000439,2026-05-19 05:16:34.159993,completed,Ho Chi Minh City,standard,
O001895,C000716,2026-05-17 19:42:28.159993,returned,Ho Chi Minh City,express,
O001896,C000058,2026-04-30 09:38:53.159993,completed,Ho Chi Minh City,express,
O001897,C000208,2026-06-19 02:16:16.159993,completed,Ho Chi Minh City,standard,
O001898,C000119,2026-04-09 12:59:44.159993,completed,Ho Chi Minh City,express,
O001899,C000163,2026-05-13 22:36:11.159993,pending,Ho Chi Minh City,standard,
O001900,C000170,2026-03-27 11:24:22.159993,pending,Ho Chi Minh City,standard,SAVEUPTO20
O001901,C000418,2026-02-10 18:07:09.159993,completed,Ho Chi Minh City,,
O001902,C000571,2026-06-17 07:57:36.159993,completed,Ho Chi Minh City,standard,SAVEUPTO20
O001903,C000539,2026-05-13 13:21:48.159993,completed,Ho Chi Minh City,same_day,
O001904,C000575,2026-06-15 15:59:33.159993,cancelled,Ho Chi Minh City,express,
O001905,C000226,2026-03-07 22:48:23.159993,completed,Ho Chi Minh City,,
O001906,C000385,2026-06-05 05:48:43.159993,completed,Ho Chi Minh City,standard,
O001907,C000128,2026-05-28 02:53:42.159993,completed,Ho Chi Minh City,express,
O001908,C000116,2026-05-21 19:42:12.159993,completed,Ho Chi Minh City,standard,
O001909,C000100,2026-04-01 05:55:12.159993,completed,Ho Chi Minh City,standard,
O001910,C000018,2026-04-10 18:52:37.159993,completed,Ho Chi Minh City,express,
O001911,C000056,2026-06-08 02:45:52.159993,completed,Ho Chi Minh City,same_day,
O001912,C000908,2026-05-30 01:31:10.159993,completed,Ho Chi Minh City,express,
O001913,C000186,2026-03-26 10:06:54.159993,completed,Ho Chi Minh City,express,
O001914,C000438,2026-06-13 03:04:51.159993,completed,Ho Chi Minh City,standard,
O001915,C000457,2026-02-16 18:24:26.159993,completed,Ho Chi Minh City,,
O001916,C000580,2026-06-18 23:32:59.159993,pending,Ho Chi Minh City,standard,
